site,dataset,sub,task,run,suffix,shape,pixdim,tr,num_trs,dur,path
UM,UM_1,0050277,,,T1w,"[106, 256, 256]","[1.4, 1.0, 1.0]",,,,UM_1/sub-0050277/anat/sub-0050277_T1w.nii.gz
UM,UM_1,0050277,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050277/func/sub-0050277_task-rest_run-1_bold.nii.gz
UM,UM_1,0050278,,,T1w,"[256, 256, 112]","[1.0, 1.0, 1.4]",,,,UM_1/sub-0050278/anat/sub-0050278_T1w.nii.gz
UM,UM_1,0050278,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050278/func/sub-0050278_task-rest_run-1_bold.nii.gz
UM,UM_1,0050279,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050279/anat/sub-0050279_T1w.nii.gz
UM,UM_1,0050279,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050279/func/sub-0050279_task-rest_run-1_bold.nii.gz
UM,UM_1,0050280,,,T1w,"[256, 256, 124]","[1.0, 1.0, 1.2]",,,,UM_1/sub-0050280/anat/sub-0050280_T1w.nii.gz
UM,UM_1,0050280,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050280/func/sub-0050280_task-rest_run-1_bold.nii.gz
UM,UM_1,0050281,,,T1w,"[256, 256, 102]","[1.0, 1.0, 1.4]",,,,UM_1/sub-0050281/anat/sub-0050281_T1w.nii.gz
UM,UM_1,0050281,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050281/func/sub-0050281_task-rest_run-1_bold.nii.gz
UM,UM_1,0050282,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050282/anat/sub-0050282_T1w.nii.gz
UM,UM_1,0050282,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050282/func/sub-0050282_task-rest_run-1_bold.nii.gz
UM,UM_1,0050283,,,T1w,"[106, 256, 256]","[1.4, 1.0, 1.0]",,,,UM_1/sub-0050283/anat/sub-0050283_T1w.nii.gz
UM,UM_1,0050283,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050283/func/sub-0050283_task-rest_run-1_bold.nii.gz
UM,UM_1,0050284,,,T1w,"[256, 256, 102]","[1.0, 1.0, 1.4]",,,,UM_1/sub-0050284/anat/sub-0050284_T1w.nii.gz
UM,UM_1,0050284,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050284/func/sub-0050284_task-rest_run-1_bold.nii.gz
UM,UM_1,0050285,,,T1w,"[256, 256, 102]","[1.0, 1.0, 1.4]",,,,UM_1/sub-0050285/anat/sub-0050285_T1w.nii.gz
UM,UM_1,0050285,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050285/func/sub-0050285_task-rest_run-1_bold.nii.gz
UM,UM_1,0050286,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050286/anat/sub-0050286_T1w.nii.gz
UM,UM_1,0050286,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050286/func/sub-0050286_task-rest_run-1_bold.nii.gz
UM,UM_1,0050287,,,T1w,"[106, 256, 256]","[1.4, 1.0, 1.0]",,,,UM_1/sub-0050287/anat/sub-0050287_T1w.nii.gz
UM,UM_1,0050287,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050287/func/sub-0050287_task-rest_run-1_bold.nii.gz
UM,UM_1,0050288,,,T1w,"[106, 256, 256]","[1.4, 1.0, 1.0]",,,,UM_1/sub-0050288/anat/sub-0050288_T1w.nii.gz
UM,UM_1,0050288,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050288/func/sub-0050288_task-rest_run-1_bold.nii.gz
UM,UM_1,0050289,,,T1w,"[256, 256, 102]","[1.0, 1.0, 1.4]",,,,UM_1/sub-0050289/anat/sub-0050289_T1w.nii.gz
UM,UM_1,0050289,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050289/func/sub-0050289_task-rest_run-1_bold.nii.gz
UM,UM_1,0050290,,,T1w,"[256, 256, 102]","[1.0, 1.0, 1.4]",,,,UM_1/sub-0050290/anat/sub-0050290_T1w.nii.gz
UM,UM_1,0050290,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050290/func/sub-0050290_task-rest_run-1_bold.nii.gz
UM,UM_1,0050291,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050291/anat/sub-0050291_T1w.nii.gz
UM,UM_1,0050291,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050291/func/sub-0050291_task-rest_run-1_bold.nii.gz
UM,UM_1,0050292,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050292/anat/sub-0050292_T1w.nii.gz
UM,UM_1,0050292,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050292/func/sub-0050292_task-rest_run-1_bold.nii.gz
UM,UM_1,0050293,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050293/anat/sub-0050293_T1w.nii.gz
UM,UM_1,0050293,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050293/func/sub-0050293_task-rest_run-1_bold.nii.gz
UM,UM_1,0050294,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050294/anat/sub-0050294_T1w.nii.gz
UM,UM_1,0050294,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050294/func/sub-0050294_task-rest_run-1_bold.nii.gz
UM,UM_1,0050295,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050295/anat/sub-0050295_T1w.nii.gz
UM,UM_1,0050295,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050295/func/sub-0050295_task-rest_run-1_bold.nii.gz
UM,UM_1,0050296,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050296/anat/sub-0050296_T1w.nii.gz
UM,UM_1,0050296,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050296/func/sub-0050296_task-rest_run-1_bold.nii.gz
UM,UM_1,0050297,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050297/anat/sub-0050297_T1w.nii.gz
UM,UM_1,0050297,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050297/func/sub-0050297_task-rest_run-1_bold.nii.gz
UM,UM_1,0050298,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050298/anat/sub-0050298_T1w.nii.gz
UM,UM_1,0050298,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050298/func/sub-0050298_task-rest_run-1_bold.nii.gz
UM,UM_1,0050299,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050299/anat/sub-0050299_T1w.nii.gz
UM,UM_1,0050299,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050299/func/sub-0050299_task-rest_run-1_bold.nii.gz
UM,UM_1,0050300,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050300/anat/sub-0050300_T1w.nii.gz
UM,UM_1,0050300,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050300/func/sub-0050300_task-rest_run-1_bold.nii.gz
UM,UM_1,0050301,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050301/anat/sub-0050301_T1w.nii.gz
UM,UM_1,0050301,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050301/func/sub-0050301_task-rest_run-1_bold.nii.gz
UM,UM_1,0050302,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050302/anat/sub-0050302_T1w.nii.gz
UM,UM_1,0050302,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050302/func/sub-0050302_task-rest_run-1_bold.nii.gz
UM,UM_1,0050303,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050303/anat/sub-0050303_T1w.nii.gz
UM,UM_1,0050303,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050303/func/sub-0050303_task-rest_run-1_bold.nii.gz
UM,UM_1,0050304,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050304/anat/sub-0050304_T1w.nii.gz
UM,UM_1,0050304,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050304/func/sub-0050304_task-rest_run-1_bold.nii.gz
UM,UM_1,0050305,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050305/anat/sub-0050305_T1w.nii.gz
UM,UM_1,0050305,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050305/func/sub-0050305_task-rest_run-1_bold.nii.gz
UM,UM_1,0050306,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050306/anat/sub-0050306_T1w.nii.gz
UM,UM_1,0050306,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050306/func/sub-0050306_task-rest_run-1_bold.nii.gz
UM,UM_1,0050307,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050307/anat/sub-0050307_T1w.nii.gz
UM,UM_1,0050307,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050307/func/sub-0050307_task-rest_run-1_bold.nii.gz
UM,UM_1,0050308,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050308/anat/sub-0050308_T1w.nii.gz
UM,UM_1,0050308,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050308/func/sub-0050308_task-rest_run-1_bold.nii.gz
UM,UM_1,0050309,,,T1w,"[256, 256, 116]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050309/anat/sub-0050309_T1w.nii.gz
UM,UM_1,0050309,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050309/func/sub-0050309_task-rest_run-1_bold.nii.gz
UM,UM_1,0050310,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050310/anat/sub-0050310_T1w.nii.gz
UM,UM_1,0050310,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050310/func/sub-0050310_task-rest_run-1_bold.nii.gz
UM,UM_1,0050311,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050311/anat/sub-0050311_T1w.nii.gz
UM,UM_1,0050311,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050311/func/sub-0050311_task-rest_run-1_bold.nii.gz
UM,UM_1,0050312,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050312/anat/sub-0050312_T1w.nii.gz
UM,UM_1,0050312,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050312/func/sub-0050312_task-rest_run-1_bold.nii.gz
UM,UM_1,0050313,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050313/anat/sub-0050313_T1w.nii.gz
UM,UM_1,0050313,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050313/func/sub-0050313_task-rest_run-1_bold.nii.gz
UM,UM_1,0050314,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050314/anat/sub-0050314_T1w.nii.gz
UM,UM_1,0050314,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050314/func/sub-0050314_task-rest_run-1_bold.nii.gz
UM,UM_1,0050315,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050315/anat/sub-0050315_T1w.nii.gz
UM,UM_1,0050315,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050315/func/sub-0050315_task-rest_run-1_bold.nii.gz
UM,UM_1,0050316,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050316/anat/sub-0050316_T1w.nii.gz
UM,UM_1,0050316,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050316/func/sub-0050316_task-rest_run-1_bold.nii.gz
UM,UM_1,0050317,,,T1w,"[256, 256, 116]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050317/anat/sub-0050317_T1w.nii.gz
UM,UM_1,0050317,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050317/func/sub-0050317_task-rest_run-1_bold.nii.gz
UM,UM_1,0050318,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050318/anat/sub-0050318_T1w.nii.gz
UM,UM_1,0050318,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050318/func/sub-0050318_task-rest_run-1_bold.nii.gz
UM,UM_1,0050319,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050319/anat/sub-0050319_T1w.nii.gz
UM,UM_1,0050319,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050319/func/sub-0050319_task-rest_run-1_bold.nii.gz
UM,UM_1,0050320,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050320/anat/sub-0050320_T1w.nii.gz
UM,UM_1,0050320,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050320/func/sub-0050320_task-rest_run-1_bold.nii.gz
UM,UM_1,0050321,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050321/anat/sub-0050321_T1w.nii.gz
UM,UM_1,0050321,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050321/func/sub-0050321_task-rest_run-1_bold.nii.gz
UM,UM_1,0050322,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050322/anat/sub-0050322_T1w.nii.gz
UM,UM_1,0050322,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050322/func/sub-0050322_task-rest_run-1_bold.nii.gz
UM,UM_1,0050323,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050323/anat/sub-0050323_T1w.nii.gz
UM,UM_1,0050323,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050323/func/sub-0050323_task-rest_run-1_bold.nii.gz
UM,UM_1,0050324,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050324/anat/sub-0050324_T1w.nii.gz
UM,UM_1,0050324,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050324/func/sub-0050324_task-rest_run-1_bold.nii.gz
UM,UM_1,0050325,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050325/anat/sub-0050325_T1w.nii.gz
UM,UM_1,0050325,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050325/func/sub-0050325_task-rest_run-1_bold.nii.gz
UM,UM_1,0050326,,,T1w,"[256, 256, 116]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050326/anat/sub-0050326_T1w.nii.gz
UM,UM_1,0050326,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050326/func/sub-0050326_task-rest_run-1_bold.nii.gz
UM,UM_1,0050327,,,T1w,"[106, 256, 256]","[1.4, 1.0, 1.0]",,,,UM_1/sub-0050327/anat/sub-0050327_T1w.nii.gz
UM,UM_1,0050327,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050327/func/sub-0050327_task-rest_run-1_bold.nii.gz
UM,UM_1,0050328,,,T1w,"[112, 256, 256]","[1.4, 1.0, 1.0]",,,,UM_1/sub-0050328/anat/sub-0050328_T1w.nii.gz
UM,UM_1,0050328,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050328/func/sub-0050328_task-rest_run-1_bold.nii.gz
UM,UM_1,0050329,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050329/anat/sub-0050329_T1w.nii.gz
UM,UM_1,0050329,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050329/func/sub-0050329_task-rest_run-1_bold.nii.gz
UM,UM_1,0050330,,,T1w,"[256, 256, 102]","[1.0, 1.0, 1.4]",,,,UM_1/sub-0050330/anat/sub-0050330_T1w.nii.gz
UM,UM_1,0050330,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050330/func/sub-0050330_task-rest_run-1_bold.nii.gz
UM,UM_1,0050331,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050331/anat/sub-0050331_T1w.nii.gz
UM,UM_1,0050331,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050331/func/sub-0050331_task-rest_run-1_bold.nii.gz
UM,UM_1,0050332,,,T1w,"[256, 256, 124]","[1.0, 1.0, 1.2]",,,,UM_1/sub-0050332/anat/sub-0050332_T1w.nii.gz
UM,UM_1,0050332,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050332/func/sub-0050332_task-rest_run-1_bold.nii.gz
UM,UM_1,0050333,,,T1w,"[256, 256, 102]","[1.0, 1.0, 1.4]",,,,UM_1/sub-0050333/anat/sub-0050333_T1w.nii.gz
UM,UM_1,0050333,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050333/func/sub-0050333_task-rest_run-1_bold.nii.gz
UM,UM_1,0050334,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050334/anat/sub-0050334_T1w.nii.gz
UM,UM_1,0050334,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050334/func/sub-0050334_task-rest_run-1_bold.nii.gz
UM,UM_1,0050335,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050335/anat/sub-0050335_T1w.nii.gz
UM,UM_1,0050335,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050335/func/sub-0050335_task-rest_run-1_bold.nii.gz
UM,UM_1,0050336,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050336/anat/sub-0050336_T1w.nii.gz
UM,UM_1,0050336,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050336/func/sub-0050336_task-rest_run-1_bold.nii.gz
UM,UM_1,0050337,,,T1w,"[256, 256, 124]","[1.02, 1.02, 1.2]",,,,UM_1/sub-0050337/anat/sub-0050337_T1w.nii.gz
UM,UM_1,0050337,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050337/func/sub-0050337_task-rest_run-1_bold.nii.gz
UM,UM_1,0050338,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050338/anat/sub-0050338_T1w.nii.gz
UM,UM_1,0050338,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050338/func/sub-0050338_task-rest_run-1_bold.nii.gz
UM,UM_1,0050339,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050339/anat/sub-0050339_T1w.nii.gz
UM,UM_1,0050339,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050339/func/sub-0050339_task-rest_run-1_bold.nii.gz
UM,UM_1,0050340,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050340/anat/sub-0050340_T1w.nii.gz
UM,UM_1,0050340,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050340/func/sub-0050340_task-rest_run-1_bold.nii.gz
UM,UM_1,0050341,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050341/anat/sub-0050341_T1w.nii.gz
UM,UM_1,0050341,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050341/func/sub-0050341_task-rest_run-1_bold.nii.gz
UM,UM_1,0050342,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050342/anat/sub-0050342_T1w.nii.gz
UM,UM_1,0050342,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050342/func/sub-0050342_task-rest_run-1_bold.nii.gz
UM,UM_1,0050343,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050343/anat/sub-0050343_T1w.nii.gz
UM,UM_1,0050343,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050343/func/sub-0050343_task-rest_run-1_bold.nii.gz
UM,UM_1,0050344,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050344/anat/sub-0050344_T1w.nii.gz
UM,UM_1,0050344,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050344/func/sub-0050344_task-rest_run-1_bold.nii.gz
UM,UM_1,0050345,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050345/anat/sub-0050345_T1w.nii.gz
UM,UM_1,0050345,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050345/func/sub-0050345_task-rest_run-1_bold.nii.gz
UM,UM_1,0050346,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050346/anat/sub-0050346_T1w.nii.gz
UM,UM_1,0050346,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050346/func/sub-0050346_task-rest_run-1_bold.nii.gz
UM,UM_1,0050347,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050347/anat/sub-0050347_T1w.nii.gz
UM,UM_1,0050347,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050347/func/sub-0050347_task-rest_run-1_bold.nii.gz
UM,UM_1,0050348,,,T1w,"[256, 256, 102]","[1.0, 1.0, 1.4]",,,,UM_1/sub-0050348/anat/sub-0050348_T1w.nii.gz
UM,UM_1,0050348,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050348/func/sub-0050348_task-rest_run-1_bold.nii.gz
UM,UM_1,0050349,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050349/anat/sub-0050349_T1w.nii.gz
UM,UM_1,0050349,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050349/func/sub-0050349_task-rest_run-1_bold.nii.gz
UM,UM_1,0050350,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050350/anat/sub-0050350_T1w.nii.gz
UM,UM_1,0050350,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050350/func/sub-0050350_task-rest_run-1_bold.nii.gz
UM,UM_1,0050351,,,T1w,"[256, 256, 102]","[1.0, 1.0, 1.4]",,,,UM_1/sub-0050351/anat/sub-0050351_T1w.nii.gz
UM,UM_1,0050351,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050351/func/sub-0050351_task-rest_run-1_bold.nii.gz
UM,UM_1,0050352,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050352/anat/sub-0050352_T1w.nii.gz
UM,UM_1,0050352,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050352/func/sub-0050352_task-rest_run-1_bold.nii.gz
UM,UM_1,0050353,,,T1w,"[256, 256, 102]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050353/anat/sub-0050353_T1w.nii.gz
UM,UM_1,0050353,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050353/func/sub-0050353_task-rest_run-1_bold.nii.gz
UM,UM_1,0050354,,,T1w,"[256, 256, 112]","[1.02, 1.02, 1.4]",,,,UM_1/sub-0050354/anat/sub-0050354_T1w.nii.gz
UM,UM_1,0050354,rest,1,bold,"[64, 64, 40]","[3.44, 3.44, 3.0]",2.0,300.0,600.0,UM_1/sub-0050354/func/sub-0050354_task-rest_run-1_bold.nii.gz
